Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Address,Town,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status
17626,Kabwareng Dispensary,Rift Valley,Nandi,Nandi Central,Kapsabet,Dispensary,Ministry of Health,Chepkumia,Cheboite,NaN,EMGWEN,Kapsabet,0.0,0.0,P.O Box 5,Kapsabet,Kibet,Nursing Officer in Charge,N,N,Operational
14634,Kacheliba District Hospital,Rift Valley,West Pokot,North Pokot,Kacheliba,District Hospital,Ministry of Health,Suam,Karon,NaN,KACHELIBA,Makutano,52.0,2.0,P.O Box 50,Kacheliba,Michael Makari,Clinical Officer,Y,Y,Operational
14635,Kacheliba Mobile Clinic,Rift Valley,West Pokot,North Pokot,Kacheliba,Dispensary,Other Faith Based,Suam,Suam,Next to Kacheliba Trading Centre,KACHELIBA,Makutano,0.0,0.0,P.O Box 8,Kacheliba,Sr Michaelina,Nursing Officer in Charge,N,N,Operational
19070,Kacheliba South West Clinic,Rift Valley,West Pokot,North Pokot,Kacheliba,Medical Clinic,Private Practice - Clinical Officer,Suam,Kacheliba,Located at Kacheliba Market,KACHELIBA,"Kapenguria, Kacheliba, Kacheliba",0.0,0.0,Unknown,Unknown,Michael Makari,Clinical Officer,N,Y,Operational
14636,Kachoda Dispensary,Rift Valley,Turkana,Turkana North,Lokitaung,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Ngissiger,Namukuny,NaN,TURKANA NORTH,Lokitaung,0.0,0.0,P.O Box 25,Lokitaung,Parish Priest,Unknown,N,N,Operational
18876,Kachuth Dispensary,Nyanza,Homa Bay,Ndhiwa,Kobama,Dispensary,Ministry of Health,East Kwabwai,Kachuth,NaN,NDHIWA,Ratanga,6.0,3.0,P.O Box 172 Ndhiwa,Ndhiwa,Maurice Otieno Nyasiko,Nursing Officer in Charge,Y,N,Operational
18937,Kaciongo Medical Clinic,Eastern,Meru,Igembe South,Maua,Medical Clinic,Private Practice - Clinical Officer,Maua,Amwathi,Situated in maua town near mobile petrol station,IGEMBE,Maua town,0.0,0.0,P.O Box 482,Maua,David Gatuma,Clinical Officer,N,Y,Operational
12123,Kadafu Medical Clinic,Eastern,Machakos,Matungulu,Kyanzavi ,Medical Clinic,Private Enterprise (Institution),Komarock,Komarock,NaN,KANGUNDO,Kantafu,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Not-Operational
11445,Kadaina Community Dispensary,Coast,Kilifi,Kilifi North,Bahari,Dispensary,Community,Matsangoni,Matsangoni,NaN,BAHARI,Matsangoni,0.0,0.0,Unknown,Matsangoni,Unknown,Unknown,N,N,Operational
13640,Kadem Tb & Leprosy Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,East Kadem ,Nyandago,NaN,NYATIKE,Nyandema,28.0,0.0,P.O Box P.O. Box 202,Suna Migori,Veronica Msasa,Unknown,N,N,Operational
13641,Kadenge Ratuoro Health Centre,Nyanza,Siaya,Siaya,Boro,Health Centre,Ministry of Health,Central Alego,Kadenge,NaN,ALEGO,Kadenge Ratuoro ,0.0,0.0, ,Unknown,George Muga,Unknown,N,N,Operational
11446,Kaderboy Medical Clinic (Old Town),Coast,Mombasa,Mvita,Island,Dispensary,Local Authority,Old Town,Makadara,NaN,MVITA,Mombasa,0.0,0.0,Unknown,Unknown,Sheinazi Ali,Nursing Officer in Charge,N,N,Operational
16769,Kadhola Dispensary,Nyanza,Homa Bay,Ndhiwa,Kobama,Dispensary,Ministry of Health,NaN,NaN,NaN,NDHIWA,Unknown,0.0,0.0, ,Unknown,Unknown,Unknown,N,N,Pending Opening
18696,Kadibo Youth Friendly VCT,Eastern,Meru,Imenti North,Kadibo,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kochieng West,Nyamware South,NaN,NORTH IMENTI,Rabuor Shopping Centre,0.0,0.0,Unknown,Unknown,Geoffrey Omondi Oketch,Unknown,N/A,N/A,Operational
17648,Kadija Dispensary,North Eastern,Mandera,Mandera East,central,Dispensary,Ministry of Health,Bula mpya,Bula mpya,Within Bula mpya centre,MANDERA EAST,Bula mpya centre,0.0,0.0,P.O Box 70300-07,Mandera,Mohamed Abdi Mohamed,Nursing Officer in Charge,N,N,Operational
16283,Kadinda Health Centre,Nyanza,Kisumu,Nyando,Nyando,Health Centre,Non-Governmental Organizations,Kochogo,Kochogo South,Ahero - Riat through Karanda Primary at Ahero town. It is about 8 Kms from Ahero town,NYANDO,Ahero,3.0,0.0,P.O Box 111,Ahero,Irine Atieno,Nursing Officer in Charge,N,N,Operational
16702,Kadokong Dispensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Ministry of Health,Keringet,Cheptuya,NaN,KAPENGURIA,Kapenguria,0.0,0.0,Unknown,Kapenguria,Unknown,Unknown,N,N,Pending Opening
17186,Kadokony Dispensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Community Development Fund,Keringet,Cheptuya,NaN,KAPENGURIA,Cheptuya,0.0,0.0,P.O Box 61 Kapenguria,Kapenguria,Magdalene Cheptopot,Nursing Officer in Charge,N,N,Operational
17848,Kadvan Medical Clinic,Western,Kakamega,Butere,Lunza,Medical Clinic,Private Practice - Nurse / Midwife,Lunza,Lunza,NaN,BUTERE,Sabatia,1.0,1.0,P.O Box 40,Bukura,Ruth Etemesi,Nursing Officer in Charge,N,Y,Operational
11447,Kadzinuni Dispensary,Coast,Kilifi,Kilifi North,Kikambala,Dispensary,Ministry of Health,Junju,Mkwajuni/Mkomani,Along Mombasa malindi highway  Shauri moyo stage move left to marram road through sisal estate next to Kadzinuni Primary School.,BAHARI,Vipingo,0.0,0.0,P.O Box 9 Kilifi,Vipingo,Ziporrah Mwanzau,Nursing Officer in Charge,N,N,Operational
17381,Kaelo Dispensary,Eastern,Meru,Igembe North,Laare,Dispensary,Ministry of Health,Antuambui,Antuambui,Along Maua Laare-Mutuati Road Near Kaelo Market,NTONYIRI,Kaelo Market,0.0,0.0,P.O Box 482,Maua,Sophia Gatuiri Riungu,Nursing Officer in Charge,N,N,Pending Opening
20239,Hope and Health Medical Services,Central,Kiambu,Limuru,Limuru,Medical Clinic,Private Practice - Clinical Officer,Limuru,Limuru,Limuru Town Along Market Street At Kamondo Plaza,LIMURU,limuru,0.0,0.0,P.O Box 1265,Limuru,Ann Wanjiku Thuo,Clinical Officer,N,Y,Operational
12970,Hope Community VCT,Nairobi,Nairobi,Dagoretti South,Dagoretti,VCT Centre (Stand-Alone),Other Faith Based,Riruta setlite,NaN,NaN,DAGORETTI SOUTH,Nairobi,0.0,0.0,Unknown,Unknown,Pst Makena,Unknown,N,N,Operational
16983,Hope Compassionate (ACK) Dispensary,Nyanza,Homa Bay,Homa Bay,Asego,Dispensary,Christian Health Association of Kenya,Homa Bay Town,Asego,Hospital road Opposite Homa bay primary school ,RANGWE,Homa Bay town,0.0,0.0,P.O Box 68,Homa Bay,Rt. Rev. James Ochiel,Hospital Director,N,N,Operational
20910,Hope for today VCT Centre (sosiot),Rift Valley,Kericho,Belgut,Belgut,VCT Centre (Stand-Alone),Ministry of Health,waldai,sosiot,opposite sosiot market,BELGUT,Sosiot,0.0,0.0,P.O Box 159,Sosiot,Jackline chepkoech,Unknown,N,N,Operational
17446,Hope Medical Clinic,Central,Kiambu,Limuru,limuru,Medical Clinic,Private Practice - Nurse / Midwife,Ndeiya,Thigio,"At Nduma Market,Near AIC Mother Church",LIMURU,Nduma,0.0,0.0,P.O Box 838,Limuru,Felister W Kariuki,Nursing Officer in Charge,N,Y,Operational
19278,Hope Medical Clinic ( Githurai),Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai, Thika road off kmiti road just behind auncle sams bar,ROYSAMBU,just behind auncle sams bar,0.0,0.0,Unknown,Unknown,David machuka ,Clinical Officer,N,Y,Operational
19234,Hope Medical Clinic (Babadogo),Nairobi,Nairobi,Ruaraka,kasrani,Medical Clinic,Private Practice - Nurse / Midwife,Ruaraka, Ruaraka, thika rd outering babadogo  behind  babadogo h/c,RUARAKA, babadogo h/c,0.0,0.0,Unknown,Ruaraka,Faith Nyaura,Clinical Officer,N,Y,Operational
10323,Hope Medical Clinic (Gatundu South),Central,Kiambu,Gatundu,Gatundu South,Medical Clinic,Private Practice - Nurse / Midwife,Kiganjo,Kiganjo,NaN,GATUNDU SOUTH,Gatundutown,0.0,0.0,P.O Box 659,Gatundu,Mrs Margaret  Ngugi,Nursing Officer in Charge,N,Y,Operational
10324,Hope Medical Clinic (Kigumo),Central,Murang'a,Kigumo,Kigumo,Medical Clinic,Private Practice - Nurse / Midwife,Kigumo,Iriguini,NaN,KIGUMO,Iriguini,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Not-Operational
11414,Hope Medical Clinic (Kilindini),Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Enterprise (Institution),Miritini,Kwa Jomvu,NaN,CHANGAMWE,Mombasa,0.0,0.0,Unknown,Unknown,Justus Murithi,Unknown,N,N,Operational
10325,Hope Medical Clinic (Kirinyaga),Central,Kirinyaga,Kirinyaga West,Ndia West,Medical Clinic,Private Practice - Nurse / Midwife,Kiini ,Nguguini,Kibirigwi market near retail market,NDIA,Kibirigwi market,0.0,0.0,P.O Box 1376,Karatina,Grace Wanjiru Muriihi,Nursing Officer in Charge,N,N,Operational
18994,Hope Medical Clinic (Loitokitok),Rift Valley,Kajiado,Loitoktok,Central,Medical Clinic,Private Practice - Clinical Officer,Ololopon,Ololopon,NaN,KAJIADO SOUTH,Loitokitok Town,1.0,0.0,Unknown,Unknown,Rhoda Chelagat,Clinical Officer,N,N/A,Operational
17869,Hope Medical Clinic (Mariakani),Coast,Kilifi,Kaloleni,Mariakani,Medical Clinic,Private Practice - Clinical Officer,Mariakani,Mitangoni,opposite Mariakani District Hospital,KALOLENI,Mariakani,0.0,0.0,Unknown,Unknown,Stephen Komu,Clinical Officer,Y,Y,Operational
16686,Hope Medical Clinic (Nakuru),Rift Valley,Nakuru,Nakuru North,Bahati,Medical Clinic,Private Practice - Nurse / Midwife,Kiamaina,Heshima,NaN,SUBUKIA,Heshima,0.0,0.0,Unknown,NAKURU,BETH,Nursing Officer in Charge,N,N,Operational
10327,Hope Medical Clinic (Nyeri North),Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Nurse / Midwife,Ngorano,Ngorano,NaN,MATHIRA,Ngorano,0.0,0.0,Unknown,Unknown,Fredrick Njagi,Unknown,N,N,Operational
19649,Hope Medical Clinic Yatta,Eastern,Machakos,Yatta,Yatta,Medical Clinic,Private Enterprise (Institution),Kithimani,Kithimani,NaN,YATTA,Kithimani,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Not-Operational
19128,Hope Medical Laboratory,Eastern,Meru,Buuri,Timau,Laboratory (Stand-alone),Private Practice - Unspecified,Timau,Kithithina,NaN,NORTH IMENTI,Timau,0.0,0.0,Unknown,Unknown,Joseph Mwirigi,Unknown,N,Y,Operational
16724,Hope Nursing Home,Rift Valley,Kajiado,Kajiado North,Ngong,Nursing Home,Private Enterprise (Institution),Rongai,Nkamwarunya,NaN,KAJIADO NORTH,Ongata Rongai,5.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
19114,Hope World Wide,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Medical Clinic,Private Enterprise (Institution),Kapyemit,Kapyemit,NaN,ELDORET NORTH,Eldoret,0.0,0.0,P.O Box 11775,Nairobi,Kennedy Opera,Nursing Officer in Charge,N,Y,Operational
19890,Hope World Wide (Makindu),Eastern,Makueni,Makindu,Makindu,VCT Centre (Stand-Alone),Non-Governmental Organizations,Makindu ,Manyatta,NaN,KIBWEZI,Makindu ,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
17684,Hope World Wide Kenya Mukuru Clinic,Nairobi,Nairobi,Embakasi South,Embakasi,Dispensary,Non-Governmental Organizations,Mukuru,Imara Daima,Near Kobil Station Based Rueben Police Station,EMBAKASI SOUTH,Unknown,0.0,0.0,P.O Box 11775,Nairobi,Lilian Nyamweya,Nursing Officer in Charge,Y,Y,Operational
18875,Hope World Wide Nakuru,Rift Valley,Nakuru,Nakuru,Nakuru Municipality,Medical Clinic,Other Faith Based,Bondeni,Freehold ,Along KANU Street,NAKURU TOWN,Along KANU Street,0.0,0.0,P.O Box 11775,Nairobi,George Karanja,Clinical Officer,N,N,Operational
18493,Hope Worldwide Htc Centre,Rift Valley,Kajiado,Loitoktok,Central,VCT Centre (Stand-Alone),Non-Governmental Organizations,Ololopon,Ololopon,Along Loitokitok-Illasit road on Tumaini building,KAJIADO SOUTH,Loitokitok Town,0.0,0.0,Unknown,Unknown,George Abungu,Unknown,N/A,N/A,Operational
18543,Hope Worldwide Kenya VCT (Makadara),Nairobi,Nairobi,Makadara,Makadara,VCT Centre (Stand-Alone),Non-Governmental Organizations,Maringo,Maringo,"Off Jogoo Road Near Makadara Law Courts_x000D_
Along Rukwa Road Off Kivu Road At Friends Church Centre",MAKADARA,Maringo Shopping Centre,0.0,0.0,P.O Box 11775,Nairobi,Edith Ndunge,Unknown,N,N,Operational
19373,Horeb Medical Clinic ( Hunters),Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Next to Equity bank Hunters,KASARANI,Next to Equity bank Hunters,0.0,0.0,Unknown,Unknown,Richard Karanja,Clinical Officer,N,Y,Operational
11415,Horesha Medicalicare,Coast,Taita Taveta,Mwatate,Mwatate,Medical Clinic,Private Enterprise (Institution),Mwatate,Mwatate,opposite Mwatate stage along Taveta road,MWATATE,Mwatate,0.0,0.0,P.O Box 171,Mwatate,Noel Mwatate,Nursing Officer in Charge,N,N,Operational
19643,Horseet Medical Clinic,Nairobi,Nairobi,Kamukunji,Eastleigh North,Medical Clinic,Private Enterprise (Institution),Eastleigh North,Eastleigh North,NaN,KAMUKUNJI,Garissa Lodge,2.0,1.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
16517,Hosana Medical Clinic,Coast,Kwale,Kinango,Kinango,Medical Clinic,Private Enterprise (Institution),Kinango,Kinango,NaN,KINANGO,Kinango,0.0,0.0,Unknown,Kinango,Macqbul,Unknown,N,N,Operational
16352,Hospice Dispensary,Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,Dispensary,Non-Governmental Organizations,Kapsoya,Kapsoya,NaN,ELDORET EAST,Eldoret,0.0,0.0,Unknown,Eldoret,Unknown,Unknown,N,N,Operational
18720,House of Hope Medical Centre,Nyanza,Kisumu,Nyakach,Lower Nyakach,Medical Clinic,Private Practice - General Practitioner,North East Nyakach,Agoro West,near Katito market,NYAKACH,near Katito market,0.0,0.0,P.O Box 713,kisumu,Elaine Akinyi Abong,Clinical Officer,N,Y,Operational
17897,Howdil Aday Clinic,Eastern,Marsabit,Moyale,Central,Medical Clinic,Private Practice - Nurse / Midwife,Central,C,NaN,SAKU,Moyale,0.0,0.0,Unknown,Unknown,Unknown,Nursing Officer in Charge,N,Y,Operational
20063,Hoymas VCT (Nairobi),Nairobi,Nairobi,Starehe,Kariokor,VCT Centre (Stand-Alone),Non-Governmental Organizations,Pangani,Pangani,"Along Thika Superhighway,near Pangani shopping centre (Fairview Rd)",STAREHE,Pangani Shopping Centre,0.0,0.0,Unknown,Unknown,Jamleck Kinene,Unknown,N,Y,Operational
20951,Hubuini Dispensary,Central,Nyeri,Tetu,Tetu West,Dispensary,Ministry of Health,Thigiti,Hubuini,Nyeri Town-Giakanja Wamagana Road,TETU,Hubuini Shopping Centre,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Pending Opening
13610,Huduma Clinic,Nyanza,Migori,Kuria West,Kehancha,Medical Clinic,Private Enterprise (Institution),Bukira East,Igena,Situated at Kehancha Town,KURIA,Kehancha,8.0,0.0,P.O Box P.O. Box 25 ,Kehancha,Tabitha Tumaini,Nursing Officer in Charge,N,N,Operational
17393,Huduma Health Centre,Nairobi,Nairobi,Kibra,Kibra,Maternity Home,Private Practice - Clinical Officer,Sarang'ombe,Sarang'ombe,"Near Carolina for Kibera,Olympic Estate",LANG'ATA,Olympic Shopping Center,2.0,0.0,P.O Box 21056,Nairobi,Florie Malombo,Clinical Officer,Y,Y,Operational
16575,Huduma Medical Clinic,Eastern,Meru,Buuri,Buuri,Medical Clinic,Private Enterprise (Institution),Ruiri,Kamutune,NaN,NORTH IMENTI,Meru,0.0,0.0,P.O Box P.O. Box 1684,Meru,Unknown,Unknown,N,N,Operational
18675,Huhoini Dispensary,Central,Nyandarua,Nyandarua North,Nyahururu,Dispensary,Ministry of Health,Igwamiti,Losogwa,3km south of Laikipia campus,NDARAGWA,Huhoini,0.0,0.0,Unknown,Nyahururu,Grace Mabui,Nursing Officer in Charge,N,N,Operational
16205,Hulahula Dispensary,Eastern,Marsabit,Marsabit,Central,Dispensary,Ministry of Health,Karare,Hulahula,NaN,SAKU,Marsabit,0.0,0.0,P.O Box  5,Marsabit,Dennis Njeru Mwaniki,Nursing Officer in Charge,N,N,Operational
13365,Hulugho Sub-District Hospital,North Eastern,Garissa,Hulugho,Hulugho,Sub-District Hospital,Ministry of Health,Hadi,Garabey,NaN,IJARA,Hulugho Town,6.0,2.0,P.O Box 8,Masalani,Hassan Iddi,Clinical Officer,Y,Y,Operational
19823,Humanity Medical Clinic (Kir South),Central,Kirinyaga,Kirinyaga South,NaN,Medical Clinic,Private Practice - Nurse / Midwife,NaN,NaN,NaN,MWEA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,Y,Operational
19845,Humanity Medical Clinic (Kir West),Central,Kirinyaga,Kirinyaga West,NaN,Medical Clinic,Private Practice - Nurse / Midwife,NaN,NaN,NaN,MWEA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16793,Hungai Dispensary,North Eastern,Wajir,Tarbaj,Kutulo,Dispensary,Ministry of Health,Kutulo,Wargadud,Along Tarbaj Kutulo Road Next to Hungai Primary School,WAJIR EAST,Hungai,0.0,0.0,P.O Box 2 Wajir,Wajir,David Magero,Nursing Officer in Charge,Y,Y,Operational
19302,Hunters Medical Clinic,Nairobi,Nairobi,Kasarani,Kasarani,Medical Clinic,Private Practice - General Practitioner,kasarani,kasarani,Thika road -mwiki,KASARANI,Hunters ,0.0,0.0,Unknown,Unknown,patrick muhoho,Clinical Officer,N,Y,Operational
12061,Hurri-Hills Dispensary,Eastern,Marsabit,Marsabit North,Turbi,Dispensary,Ministry of Health,Hurri Hills,Hurri-Hills ,NaN,NORTH HORR,North Horr,0.0,0.0,P.O Box P.O. Box 5,Marsabit,Antony Mungai,Nursing Officer in Charge,N,N,Operational
12973,Huruma (EDARP),Nairobi,Nairobi,Mathare,Central,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Huruma,NaN,NaN,MATHARE,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
12972,Huruma (NCCK) Dispensary,Nairobi,Nairobi,Mathare,Huruma,Dispensary,Christian Health Association of Kenya,Huruma,NaN,Near Huruma Police Post,MATHARE,Nairobi,0.0,0.0,P.O Box 45009,Nairobi,Frankline Mbaabu,Nursing Officer in Charge,Y,Y,Operational
12062,Huruma Clinic (Embu),Eastern,Embu,Manyatta,Manyatta,Medical Clinic,Private Practice - Nurse / Midwife,Nginda,Kibugu,NaN,MANYATTA,Kibugu,0.0,0.0,Unknown,Embu,Unknown,Unknown,N,N,Operational
14552,Huruma Dispensary,Rift Valley,Nakuru,Njoro,Njoro,Dispensary,Other Faith Based,Njoro,Njoro, Njoro Town.,MOLO,Njoro,0.0,0.0,Unknown,Njoro,Frolence Kariuki,Nursing Officer in Charge,N,N,Operational
14555,Huruma District Hospital,Rift Valley,Uasin Gishu,Eldoret West,Turbo,District Hospital,Ministry of Health,Kapyemit,Huruma,NaN,ELDORET NORTH,Eldoret,4.0,0.0,P.O Box 5665,Eldoret,Mary Mudahungu,Nursing Officer in Charge,Y,Y,Operational
14553,Huruma Health Centre (Laikipia East),Rift Valley,Laikipia,Laikipia East,Central,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Nanyuki,Nanyuki,NaN,LAIKIPIA EAST,Nanyuki,58.0,2.0,Unknown,Unknown,Sr Agnes,Unknown,N,N,Operational
12974,Huruma Lions Dispensary,Nairobi,Nairobi,Mathare,Starehe,Dispensary,Local Authority,Huruma,Kia Maiko,Near Redeemed Church (huruma),MATHARE,Nairobi,0.0,0.0,P.O Box 30108,Nairobi,Elizabeth Tsuma,Nursing Officer in Charge,N,N,Operational
12975,Huruma Maternity Hospital,Nairobi,Nairobi,Mathare,Mathare,Other Hospital,Private Enterprise (Institution),Mathare,NaN,NaN,MATHARE,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
16576,Huruma Medical Centre,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18736,Huruma Medical Clinc,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Practice - Unspecified,Mia moja,NaN,NaN,NORTH IMENTI,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Operational
17580,Huruma Medical Clinic,Central,Murang'a,Kiharu,Kiharu,Medical Clinic,Private Practice - General Practitioner,Mbiri,Mukuyu,Opposite  Mukuyu Market,KIHARU,Muranga Town,0.0,0.0,P.O Box 11,GATURA,0721764574,Clinical Officer,N,Y,Operational
18297,Huruma Medical Clinic (Bamba),Coast,Kilifi,Ganze,Bamba,Medical Clinic,Private Practice - Clinical Officer,Bamba,NaN,Near Bamba shopping centre. Opposite World vision Offices,GANZE,Bamba,0.0,0.0,Unknown,Unknown,Unknown,Clinical Officer,N,N,Operational
19255,Huruma Medical Clinic (Changamwe),Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Practice - Clinical Officer,Changamwe,Portreitz,NaN,CHANGAMWE,Mombasa,0.0,0.0,Unknown,Mombasa,Tom,Clinical Officer,N,Y,Operational
10329,Huruma Medical Clinic (Gatundu),Central,Kiambu,Gatundu,Kamwangi,Medical Clinic,Private Practice - Nurse / Midwife,Mangu,Mangu,NaN,GATUNDU NORTH,Gatundutown,0.0,0.0,P.O Box 20,kanjuku,Alice Karanja,Nursing Officer in Charge,N,Y,Operational
12065,Huruma Medical Clinic (Kangundo),Eastern,Machakos,Kangundo,Kangundo,Medical Clinic,Private Enterprise (Institution),Kangundo,Isinga,NaN,KANGUNDO,Kangundo,0.0,0.0,Unknown,Unknown,Mbithi,Unknown,N,N,Operational
17879,Huruma Medical Clinic (Kanja),Eastern,Embu,Embu East,Runyenjes,Medical Clinic,Private Practice - Nurse / Midwife,Kagaari North,Kanja South,NaN,RUNYENJES,Kanja,0.0,0.0,P.O Box 38,Runyenjes,Eunice Wanjira Getambu,Nursing Officer in Charge,N,N,Operational
17898,Huruma Medical Clinic (Moyale),Eastern,Marsabit,Moyale,Central,Medical Clinic,Private Practice - Nurse / Midwife,Central,Central,NaN,SAKU,Moyale,0.0,0.0,Unknown,Unknown,Unknown,Nursing Officer in Charge,N,Y,Operational
14554,Huruma Mobile Clinic,Rift Valley,Nakuru,Njoro,Njoro,Dispensary,Other Faith Based,Njoro,Njoro, Njoro Town.,MOLO,Njoro,0.0,0.0,P.O Box 111,Njoro,Florence Kariuki,Nursing Officer in Charge,N,N,Operational
12976,Huruma Nursing Home & Maternity,Nairobi,Nairobi,Mathare,Starehe,Nursing Home,Private Enterprise (Institution),Huruma,Ngei,Situated next to Huruma Police Post-Off Juja Road,MATHARE,Nairobi,30.0,0.0,P.O Box 72934,Nairobi,Alex Huda,Hospital Director,Y,Y,Operational
19983,Hylax Clinic (Masaba North),Nyanza,Nyamira,North Masaba,Rigoma,Medical Clinic,Private Practice - Nurse / Midwife,Township,Nyasore,The facility is new and is located within Keroka Town,KITUTU MASABA,Keroka,12.0,2.0,Private Bag Keroka,Keroka,Elizabeth Canoti,Nursing Officer in Charge,Y,Y,Operational
20556,I Choose Life - Africa(Kileleshwa),Nairobi,Nairobi,Dagoretti North,Kileleshwa,VCT Centre (Stand-Alone),Non-Governmental Organizations,Riverside,Riverside,NaN,DAGORETTI NORTH,Kasuku Centre,0.0,0.0,P.O Box 5166,Nairobi,Veronica Kombe,Clinical Officer,N,N,Operational
18201,I Choose Life Africa,Nairobi,Nairobi,Embakasi South,Embakasi,Medical Clinic,Private Enterprise (Institution),Mukuru,MUkuru Kwa Njenga,NaN,EMBAKASI SOUTH,Mukuru,8.0,1.0,P.O Box 5166,NAIROBI,Jane Karimi,Nursing Officer in Charge,N,Y,Operational
20939,I Choose Life Africa Bomet VCT,Rift Valley,Bomet,Bomet Central,Bomet Central,VCT Centre (Stand-Alone),Non-Governmental Organizations,Chepngaina,Bomet,Bomet town,BOMET,Unknown,0.0,0.0,P.O Box 5166,Nairobi,Ruth Jepkemoi,Nursing Officer in Charge,N,N,Pending Opening
17218,I Choose Life Baraton,Rift Valley,Nandi,Chesumei,Kapsabet,VCT Centre (Stand-Alone),Non-Governmental Organizations,Chemundu,Chemundu,"Near Baraton University, within the Baraton shopping centre",EMGWEN,Kapsabet,0.0,0.0,Unknown,Unknown,William Lelei,Unknown,N,N,Operational
13611,Ibacho Sub-District Hospital,Nyanza,Kisii,Masaba South,Kiamokama,Sub-District Hospital,Ministry of Health,Ibacho,Ibacho,keroka -Ibacho Road,NYARIBARI MASABA,Ibacho,8.0,0.0,P.O Box 228,Keroka,Nobert Isaboke,Clinical Officer,N,N,Operational
13612,Ibeno Sub-District Hospital,Nyanza,Kisii,Kisii Central,Keumbu,Sub-District Hospital,Ministry of Health,Ibeno,Ibeno,NaN,NYARIBARI CHACHE,Nyanturago,30.0,0.0,P.O Box P.O. Box 92,Kisii,Pauline Mwamba,Clinical Officer,Y,Y,Operational
11417,Ibnusina Clinic,Coast,Lamu,Lamu West,Amu,Medical Clinic,Private Practice - Clinical Officer,Langoni,Langoni,NaN,LAMU WEST,Lamu ,0.0,0.0,P.O Box P.O. Box 45,Lamu,Ali Gabow,Unknown,N,N,Operational
13366,Ibnu-Sina Medical Clinic,North Eastern,Wajir,Wajir East,Central,Medical Clinic,Private Enterprise (Institution),Township,Township,NaN,WAJIR EAST,Wajir,0.0,0.0,Unknown,Wajir,Unknown,Unknown,N,N,Not-Operational
18808,Ibrahim Ure Dispensary,North Eastern,Wajir,Wajir South,Diff,Dispensary,Ministry of Health,Ibrahim Ure,Ibrahim Ure,Opposite Ibrahim Ure Primary School,WAJIR SOUTH,Ibrahim Ure trading centre,0.0,0.0,P.O Box 506,Wajir,Unknown,Unknown,N/A,N/A,Pending Opening
10331,Ichagachiru Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry of Health,Tetu,Ichagachiru,NaN,TETU,Huhoini,0.0,0.0,Unknown,Unknown,Eunice W. Gichuki,Nursing Officer in Charge,N,N,Operational
10332,Ichagaki (Mission) Health Centre,Central,Murang'a,Muranga South,Maragua,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Ichagaki,Ichagaki,Few kilometres from Maragua town near ichagaki  boys secondary school.,MARAGWA,Ichagaki,0.0,0.0,Unknown,Unknown,John Muriithi,Clinical Officer,N,N,Operational
10333,Ichamara Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry of Health,Githi,Ichamara,NaN,MUKURWEINI,Ichamara,1.0,0.0,Unknown,Mukurweini,Damaris Njogu,Nursing Officer in Charge,N,N,Operational
